x,y
474.6313812728574,855.240188259007
33.02184566547989,124.38780235756789
461.96938844739645,986.9989923974307
455.85813827396134,1020.5993700484624
60.0908477328948,127.71822553870183
219.28397668889542,396.7919726337178
200.70379962038493,488.641640401362
155.47413323264536,310.32637145539616
295.6653727487826,689.5690325773767
194.79222457747431,264.64179172528355
425.07653797259013,810.831815404202
24.6433114566858,7.48207558710655
345.91061626644233,771.2350978983943
407.9757174457555,896.5042744797031
189.0187927107555,396.2321390879046
330.3756270991059,699.4637969565513
30.78404052401301,66.3524564843486
251.11926375174139,602.6940473673114
403.368194463431,781.6567028503184
201.24718425141347,270.2494852178084
332.0809957152232,738.0989074516921
347.01889542418127,706.2122536403605
474.80247451926164,804.4230060365699
79.81138288673617,175.42553812785332
347.63934300289793,740.4081748897644
319.7834125939335,683.7682066562909
336.4255560142287,666.6098561330754
254.96740139457302,371.20583078324046
14.835704982427089,125.85519503170897
93.12794060042978,-14.980896529126085
403.7054155184831,994.7103960506514
285.52366785809915,638.1353449175562
342.2172371210654,590.1912060941333
365.9389846664376,791.6696741432995
177.0550935241047,376.15250977883306
470.11379607594836,883.5635344523448
120.6260250442922,106.23212990040764
259.09727405273327,583.6140848763318
55.19991774842925,46.58207414242251
30.54253304007637,96.78453404351673
355.73350630560225,744.1194250426088
107.55066170737038,266.9910362206894
215.4329100004024,483.09146861546975
402.13757752898005,854.713935256256
193.0349995589438,360.26120151198546
276.39552864363867,530.9541736800381
59.84970774905568,-33.296253533424306
271.3097035213664,530.0699461791088
143.13599112230924,257.52853085751315
55.061431989752386,247.24527026132813
289.70725213411396,420.67985360113676
174.01866120042087,78.3452913583348
3.6972228873721202,-110.94228847630617
162.06767844756342,179.71618353631567
397.3962272181085,772.749437719277
224.23649334801348,543.253780066917
68.59580112637475,40.65828060779057
75.83590635035009,128.80038878547953
225.80076109247176,575.4627911960056
279.02927878253604,454.089581633007
254.8372018404192,526.7232899991833
468.92077995982055,1032.8756978341323
438.97836509094833,1009.0707950041792
499.7660437828638,1052.201124930156
96.42513541165549,188.68357116294638
404.99341640502877,705.1454845518772
487.6554427127884,953.3134605916777
0.5742111314493981,24.814503768853413
212.61755594664865,417.7085526666879
72.09858172202848,117.86822706567756
67.03263501061696,162.17250116085756
323.66899195760067,577.2355605983632
300.2623975743969,645.5900924106943
245.36803646086673,468.4640189085223
134.00814367375307,246.7095187723525
208.86945261907752,317.8309510730667
124.92700119441264,87.4983110235095
42.36277020208373,138.89191329089257
394.9153333065839,833.8695533699422
356.25165846893407,716.5895056792573
18.592775155263585,160.46899418105997
465.1258921812653,878.2884709343922
344.08644586014304,886.8958621404342
168.55234659508955,459.0355712849212
448.42783781811613,863.6678287612027
419.77445822393526,883.9738581791414
111.50886405991811,191.30444902654466
363.38613175231035,708.7537086390282
106.63021429665159,300.23412300308655
15.783584757820101,39.18292706693488
292.6977131511738,659.3629186263337
45.4285478266403,117.1681131314886
78.05622386898953,202.50205374749476
53.937441862618066,343.5029260356086
370.0513480837395,748.1698671034628
159.35486050247687,444.7117413075133
296.1504126772873,513.6589285971849
57.02111535340848,158.36708039495102
370.69548305077996,755.6435183179885
188.2248434971316,486.8594680785281
381.3702969481565,845.2115492952216
94.56669006092078,79.19117892815505
39.43184786474369,28.048244659607384
321.130368398369,555.9206944221091
194.2905415177277,377.9434397208599
442.06354626199686,926.734700542025
115.29051180604577,204.39215697747923
372.42831583044534,740.2899271909581
269.20696962567644,628.4447937960564
479.92737495552,989.1063564422413
424.76934515195387,964.3778922329279
482.23117517624013,925.7782278571849
294.007566707758,490.20683103042177
461.34394232958056,959.3973548959152
476.0959762882056,1139.9066258933267
57.98437921671762,197.9375974644136
317.4342219777455,604.5537403488881
470.2177365045419,818.2274063554221
320.7656961925884,594.7266802261161
137.67434514516285,325.0438327974478
260.0619245283151,620.0267423582543
358.2720324295782,802.1124089988297
199.64724553408158,431.4156145314836
300.3298291475574,793.453679293556
283.58220247857565,578.4095098193421
23.510503090289568,108.86742338770509
179.1387569734384,312.0035185327968
382.62094621273474,769.378739735932
380.4007868618316,717.6837836828671
400.7501325373283,727.6046279827187
194.18487327066052,394.47322870534146
350.8048442152867,573.5873112497117
229.8966308560607,484.70300404958874
49.723280074861044,135.0782137037025
372.8890363020478,687.987112901088
184.1712942328591,487.15933085617655
442.06003526054815,721.1749254906501
270.6854374050406,599.2001644189492
174.03933756696244,386.71782064307166
255.69961487193888,429.6963750388251
307.05468973491526,543.8957070406495
169.55387676152938,430.73354825477105
131.06649185562742,179.8521741837104
278.7184764725576,606.1890289679034
36.56938679403554,110.01036489759608
70.76009629368102,154.83420619927276
94.80652078990765,146.02585844485534
12.353499956023029,29.41798307820347
120.15088431319437,190.7874924072812
438.99810918143226,869.8755454466742
4.976785389779026,-8.21306123019394
199.6508139495805,534.9445204398965
274.4746196294007,678.3719655390411
164.64184693395356,364.2400154526176
103.21926926089792,266.8815644052062
123.0924424902472,211.70557373254775
247.65403673014376,624.1933519005801
46.078405661080126,34.77435579552659
315.0929545733666,594.2235863192537
365.8969630080414,902.4195615823628
18.294666297589522,37.47000480066503
232.84779728970472,417.84689643616247
27.14945418345216,43.310822117120296
367.02261666216845,648.6926783840627
240.01336515830235,390.6345815682947
85.64670239329142,148.01144988535572
154.97194125681273,388.181087761074
136.40163756392792,308.2075534820292
29.14911028721434,122.59821351350837
314.46877524418767,737.5218113502654
488.465008593633,950.3358575494707
495.13085415305363,1006.0253483573467
343.5413318756278,666.9410428392151
382.86519573096217,888.9996313652568
76.60447248427604,192.2833005133148
230.7027201851801,525.279048334482
75.03707269564957,129.3598624961042
496.6264553388548,977.3949067543523
218.71972263789374,554.4288523941975
412.0911075309756,972.2886668357892
356.12773685097744,608.9466746889304
231.9048561456058,471.42102283567635
438.62075214821294,881.0470060460063
244.49144273410144,385.5086352579184
481.1365566651644,1028.9995395367157
407.6756806242903,811.6021158362688
49.34298562930361,130.22289013322774
5.058486769718151,2.9807337425371347
246.40795443563573,583.8219907853568
132.79022673967035,-40.35086300569719
195.44739328199228,370.6685483702687
323.8278298488578,606.0133070719796
159.95031766141904,319.4574788468037
474.2931196986118,839.5804602963847
157.33500855780053,431.56432361319133
443.62761772138236,902.6321933958133
386.32618786502076,656.3618499065085
334.5665008416091,638.6803944248314
261.2889576125256,613.1476306660713
444.95648150444123,1005.2744487788723
414.9704940365872,830.4237994482238
90.94911747907325,219.4853201747877
333.80661861705454,731.0353350902526
103.16114207212517,173.09688280417168
457.99888189007225,842.5773428755772
470.2888922960559,939.4697144423991
423.5039173994859,798.3468258601617
427.1912637771295,908.8038313727836
448.50984515545,1047.1695111970557
139.0324147536379,319.01132741304207
291.9425438190687,540.7466953542979
37.530240126227575,38.58087850508524
64.31782576504868,239.15015795061527
497.7605556946475,1185.6549706350856
86.24657222994448,284.46681365520413
179.13034908009752,276.7756704430317
58.690453555935605,90.59085837477868
452.9139260990754,703.0912782377233
385.9196070451471,765.1840725914591
189.51890915761732,409.9350103016522
183.06946814839324,266.0785464472688
292.3457974512804,732.4120812678965
396.8633194611321,989.6743836394303
5.240228888276133,49.55373181383698
258.0001425218236,488.0065327646399
250.75344310173188,530.9707091621905
65.91327634058042,85.2603479901557
265.0770951516753,470.9643866177867
325.4794272221285,712.4822569669388
254.0266208927477,475.33944561107774
425.8933006449761,788.3763685670452
68.09783296284839,196.17655197324507
418.50395824177355,921.1058030802859
282.62912665096945,686.3636564282024
101.06156519036413,133.66810294192368
400.8110362966199,810.840004078783
355.6127510939639,787.7896241953188
272.6978094038301,630.8641484301454
234.02882755577014,448.8532238836412
213.59610085377824,387.0788866430451
167.5669982149674,422.8986325454092
118.91441980409235,270.7992787371554
184.03685861124185,311.96342181212384
199.38085719964343,517.4096528307748
430.5870787131524,866.073265068108
18.041533099028896,145.31021128577837
169.34238645712395,351.7710492843357
149.5436743960426,304.35224426299294
232.82077735325214,316.0259762972048
133.93119166371375,117.80690274030724
360.41623452559963,809.8936984954829
433.36692721094977,953.161268721153
448.7107589310748,1000.7267090080824
220.18068025405069,424.1377462906097
137.3625706012538,223.01533505271752
76.76107400838971,113.3728240047881
141.42624703225349,291.7961392922599
436.88226309757295,912.51044283127
294.1140075366489,582.2978138348329
132.3643136375343,353.1670836725133
59.01906016282382,133.08012652322668
179.4670495112461,312.20022983488053
105.32028706941394,209.6774927128576
356.26664900576014,741.6221845827315
12.60245576744401,131.2183250820379
152.37696951106977,112.29853336358488
412.1707088076523,846.4164658046255
408.15960896784924,704.4026876134801
32.41835225803214,29.459687645728636
435.12949175377304,908.7646200447499
162.44859074154294,537.2641354954899
471.2276420974323,972.0801387741822
49.32159172397477,-14.40768456519271
231.6079580678567,556.2836505437604
198.61124212628835,403.20480822069527
177.06869263717633,462.3329334315914
140.70230604002487,303.4416448009172
381.0026299846743,664.9058662394519
366.9683277047484,687.4930381652886
312.2022154009604,544.7985385975371
206.2277774372415,469.39029474515223
266.41240996232375,455.746745043145
198.88649409374386,459.9190231376893
279.865540829259,541.3255670643325
57.00360042892788,166.2286717514029
390.0205178970694,840.3340894624471
217.35236324362933,425.544143222202
224.04968444753615,369.22948588729435
13.66013020244039,-100.6560634739332
209.1013169164248,389.3664031256842
428.37876086337377,839.2310646621883
216.441006254806,540.62266320513
147.72303477425146,260.57505178554084
68.10747564321935,204.911024841482
342.2240025409124,796.1284186937401
479.4650598550544,951.1838673632144
24.843766382255104,26.87731596830465
32.55094616678028,-70.0623327978895
56.94104815795947,100.01971859717453
425.2346427060043,780.801294202023
82.88035849119463,176.67325237627063
412.4730807188215,635.5267634077697
95.23439393549683,301.90920476678764
99.75720449311493,65.2140012943247
469.28459793691815,830.3762504589297
350.8493481183512,616.0702639890994
96.07892496821412,383.3491321152703
272.84221507155814,548.2587103779853
96.1260239338717,284.0957673844397
61.987858496993894,24.497916190436513
497.74525011052253,1052.9666720144246
333.88148611663564,652.5165334632034
493.37751465173056,1072.8404342790798
278.40265849544454,406.93423088318025
4.721112048341968,57.5292674520042
473.08230782697683,936.7536989244514
382.11997380989845,813.1419402310275
14.876478555022166,56.112671052210985
443.479999032722,761.2121022986692
368.0358552612672,700.7034793577818
306.63677339134495,497.9026249873608
154.42274138612038,270.71666600561025
412.8196637424825,915.5648833216662
473.49598146139283,990.1580709005143
96.80166291761321,113.54348042232942
200.18133988644686,314.8657832456029
54.946315104882125,142.3071397437656
112.10721734384754,262.5439464379884
438.40161034070627,990.453241214524
90.2736448751294,205.10471799842793
265.2702587596433,511.8368380783626
22.714592757026143,59.62600668742505
226.31604182896714,458.686359441866
186.75789814821664,291.05193184843927
385.5834308808075,852.6387014454758
471.9325498598235,1011.8922881410896
97.12807432967274,127.95883085624688
171.34697575880008,333.258186679018
56.64170007448072,227.5748589216489
41.44274225495792,165.01909822548077
252.21524039108184,554.6172823889146
385.7330273639845,884.1132783672734
220.32095555744908,300.4836965609871
3.4841107768180946,126.1085647994143
102.71283727986913,148.82302447208727
353.0417375807885,646.8727446643127
155.46617416879332,243.77771229333098
